osoba,dob,spol,obrazovanje_sifra,obrazovanje,izvor_vijesti_sifra,izvor_vijesti,povjerenje_medijima,minute_medija,spremnost_platiti
42165,29,muški,2,srednja,2,društvene mreže,1,145,0
42166,77,muški,1,osnovna,3,TV,7,313,0
42167,26,ženski,1,osnovna,5,tisak,6,195,0
42168,72,ženski,3,viša,1,portal,4,198,0
42169,39,muški,2,srednja,1,portal,5,226,0
42170,25,muški,3,viša,1,portal,5,155,0
42171,57,ženski,2,srednja,3,TV,6,209,0
42172,23,muški,2,srednja,3,TV,2,108,0
42173,41,ženski,4,diplomska,1,portal,5,206,19
42174,35,ženski,3,viša,4,radio,5,218,0
42175,25,ženski,1,osnovna,4,radio,9,244,0
42176,38,ženski,2,srednja,1,portal,6,100,0
42177,22,muški,2,srednja,2,društvene mreže,6,187,0
42178,49,ženski,2,srednja,3,TV,3,241,0
42179,43,muški,3,viša,3,TV,6,225,50
42180,48,muški,3,viša,1,portal,6,100,22
42181,43,muški,2,srednja,3,TV,4,294,0
42182,34,ženski,3,viša,1,portal,4,204,0
42183,80,ženski,1,osnovna,5,tisak,8,268,0
42184,44,muški,1,osnovna,2,društvene mreže,2,195,0
42185,25,ženski,2,srednja,1,portal,3,135,10
42186,32,muški,2,srednja,1,portal,6,148,0
42187,38,ženski,2,srednja,3,TV,4,188,0
42188,30,ženski,1,osnovna,1,portal,5,144,0
42189,34,muški,2,srednja,4,radio,6,154,15
42190,24,muški,3,viša,1,portal,3,313,0
42191,53,ženski,2,srednja,3,TV,2,203,0
42192,39,muški,1,osnovna,5,tisak,7,156,0
42193,41,ženski,2,srednja,2,društvene mreže,2,257,0
42194,52,ženski,4,diplomska,4,radio,3,214,16
42195,20,muški,3,viša,2,društvene mreže,1,109,0
42196,22,muški,1,osnovna,4,radio,4,326,21
42197,38,ženski,2,srednja,2,društvene mreže,3,116,0
42198,23,muški,2,srednja,2,društvene mreže,3,162,0
42199,29,ženski,2,srednja,3,TV,5,209,11
42200,41,muški,2,srednja,4,radio,6,188,0
42201,53,ženski,3,viša,4,radio,3,138,19
42202,60,muški,2,srednja,2,društvene mreže,5,339,0
42203,25,ženski,2,srednja,3,TV,3,145,0
42204,32,muški,1,osnovna,1,portal,2,192,23
42205,48,ženski,2,srednja,2,društvene mreže,4,147,0
42206,43,muški,2,srednja,4,radio,6,139,0
42207,32,muški,2,srednja,2,društvene mreže,2,155,0
42208,42,ženski,1,osnovna,1,portal,1,77,0
42209,30,muški,1,osnovna,1,portal,6,191,0
42210,31,muški,1,osnovna,3,TV,3,154,0
42211,38,ženski,2,srednja,1,portal,6,181,30
42212,43,muški,4,diplomska,3,TV,5,134,0
42213,62,muški,3,viša,5,tisak,4,188,0
42214,32,ženski,2,srednja,3,TV,4,173,0
42215,48,muški,2,srednja,1,portal,8,115,0
42216,43,ženski,2,srednja,5,tisak,6,193,0
42217,34,ženski,2,srednja,2,društvene mreže,3,94,0
42218,60,muški,4,diplomska,1,portal,4,174,0
42219,80,ženski,2,srednja,3,TV,7,138,0
42220,43,muški,1,osnovna,3,TV,6,255,0
42221,35,muški,2,srednja,2,društvene mreže,5,188,20
42222,80,muški,2,srednja,5,tisak,8,116,21
42223,80,muški,1,osnovna,5,tisak,5,386,0
42224,54,ženski,4,diplomska,1,portal,5,168,0
42225,36,ženski,2,srednja,3,TV,5,115,0
42226,39,ženski,4,diplomska,2,društvene mreže,3,103,0
42227,31,muški,1,osnovna,1,portal,4,120,0
42228,21,muški,2,srednja,2,društvene mreže,1,189,0
42229,28,ženski,3,viša,1,portal,4,183,0
42230,47,ženski,2,srednja,1,portal,1,282,0
42231,27,muški,3,viša,2,društvene mreže,5,193,0
42232,43,muški,2,srednja,2,društvene mreže,4,152,0
42233,36,ženski,2,srednja,4,radio,3,138,0
42234,38,muški,2,srednja,1,portal,5,160,12
42235,28,ženski,3,viša,3,TV,4,201,0
42236,47,ženski,2,srednja,1,portal,4,122,0
42237,80,ženski,2,srednja,3,TV,5,323,0
42238,37,muški,2,srednja,1,portal,5,128,16
42239,61,muški,2,srednja,3,TV,8,65,0
42240,37,muški,4,diplomska,2,društvene mreže,7,89,48
42241,24,muški,3,viša,1,portal,5,99,0
42242,28,ženski,2,srednja,1,portal,4,307,0
42243,25,muški,3,viša,2,društvene mreže,4,215,0
42244,23,muški,1,osnovna,1,portal,5,179,0
42245,68,muški,2,srednja,3,TV,3,156,0
42246,26,muški,3,viša,1,portal,5,234,59
42247,29,muški,4,diplomska,2,društvene mreže,4,119,0
42248,45,ženski,2,srednja,3,TV,8,92,0
42249,53,ženski,2,srednja,3,TV,8,206,15
42250,57,ženski,3,viša,3,TV,2,197,0
42251,50,ženski,1,osnovna,1,portal,6,362,0
42252,20,ženski,4,diplomska,2,društvene mreže,7,192,22
42253,65,ženski,1,osnovna,3,TV,7,167,17
42254,26,muški,4,diplomska,2,društvene mreže,6,90,0
42255,25,ženski,2,srednja,3,TV,3,113,0
42256,49,muški,3,viša,3,TV,5,167,30
42257,45,muški,4,diplomska,3,TV,4,123,37
42258,48,muški,3,viša,3,TV,7,442,0
42259,59,muški,2,srednja,3,TV,3,217,0
42260,41,ženski,2,srednja,4,radio,4,214,0
42261,29,ženski,3,viša,1,portal,4,361,0
42262,37,muški,3,viša,2,društvene mreže,9,233,0
42263,80,muški,2,srednja,3,TV,5,403,0
42264,45,muški,2,srednja,1,portal,7,80,0
42265,28,muški,3,viša,1,portal,5,102,0
42266,46,muški,4,diplomska,2,društvene mreže,3,143,0
42267,30,ženski,4,diplomska,2,društvene mreže,4,181,0
42268,64,ženski,3,viša,4,radio,7,239,0
42269,43,ženski,2,srednja,1,portal,3,255,0
42270,38,ženski,2,srednja,2,društvene mreže,6,138,0
42271,48,muški,3,viša,3,TV,9,78,15
42272,54,muški,3,viša,5,tisak,8,87,18
42273,70,ženski,2,srednja,3,TV,4,170,0
42274,26,ženski,2,srednja,1,portal,7,173,0
42275,52,ženski,4,diplomska,4,radio,6,257,0
42276,40,muški,3,viša,4,radio,5,71,0
42277,59,ženski,4,diplomska,5,tisak,6,113,56
42278,68,ženski,2,srednja,1,portal,8,229,0
42279,45,ženski,2,srednja,3,TV,6,183,0
42280,39,ženski,2,srednja,4,radio,4,162,0
42281,66,ženski,2,srednja,1,portal,4,295,0
42282,30,muški,1,osnovna,2,društvene mreže,4,114,15
42283,45,muški,3,viša,1,portal,5,162,0
42284,20,muški,4,diplomska,3,TV,7,188,0
42285,49,muški,2,srednja,3,TV,7,79,0
42286,44,ženski,2,srednja,5,tisak,5,105,0
42287,48,muški,1,osnovna,5,tisak,10,176,0
42288,38,muški,1,osnovna,1,portal,7,212,28
42289,38,ženski,3,viša,1,portal,4,180,0
42290,33,ženski,3,viša,5,tisak,5,232,10
42291,69,muški,2,srednja,3,TV,7,332,0
42292,21,muški,4,diplomska,2,društvene mreže,1,131,0
42293,38,ženski,4,diplomska,3,TV,7,197,26
42294,27,muški,2,srednja,2,društvene mreže,4,93,17
42295,29,ženski,3,viša,1,portal,5,158,0
42296,34,muški,1,osnovna,2,društvene mreže,1,194,0
42297,53,ženski,1,osnovna,3,TV,4,172,58
42298,35,ženski,2,srednja,1,portal,4,136,36
42299,25,ženski,4,diplomska,3,TV,5,230,0
42300,80,muški,4,diplomska,4,radio,6,293,16
42301,47,ženski,2,srednja,3,TV,8,305,0
42302,33,ženski,2,srednja,1,portal,4,204,0
42303,48,muški,3,viša,1,portal,7,193,32
42304,74,muški,2,srednja,3,TV,9,210,0
42305,50,ženski,2,srednja,1,portal,5,245,0
42306,41,ženski,1,osnovna,4,radio,4,164,16
42307,51,muški,2,srednja,3,TV,8,153,0
42308,57,muški,1,osnovna,3,TV,8,194,0
42309,28,muški,3,viša,4,radio,6,115,0
42310,32,muški,2,srednja,3,TV,4,97,0
42311,42,muški,2,srednja,3,TV,5,120,0
42312,36,muški,2,srednja,2,društvene mreže,4,157,0
42313,33,ženski,2,srednja,1,portal,7,215,0
42314,45,muški,2,srednja,2,društvene mreže,7,75,16
42315,34,ženski,3,viša,4,radio,6,84,15
42316,51,muški,3,viša,3,TV,5,196,0
42317,64,ženski,2,srednja,1,portal,5,326,0
42318,19,ženski,3,viša,1,portal,2,225,0
42319,80,muški,3,viša,3,TV,6,339,0
42320,19,muški,2,srednja,4,radio,7,155,0
42321,36,muški,2,srednja,3,TV,5,219,22
42322,44,ženski,2,srednja,4,radio,4,129,0
42323,47,ženski,3,viša,3,TV,5,159,0
42324,48,ženski,2,srednja,3,TV,5,154,0
42325,62,ženski,2,srednja,3,TV,8,139,0
42326,43,muški,1,osnovna,1,portal,5,219,17
42327,24,muški,2,srednja,2,društvene mreže,6,80,87
42328,45,ženski,1,osnovna,3,TV,6,146,18
42329,63,ženski,3,viša,2,društvene mreže,7,145,28
42330,29,muški,4,diplomska,1,portal,1,163,0
42331,27,ženski,2,srednja,1,portal,10,129,9
42332,31,ženski,3,viša,2,društvene mreže,6,104,0
42333,40,ženski,1,osnovna,1,portal,6,245,0
42334,43,ženski,2,srednja,4,radio,6,199,0
42335,23,muški,1,osnovna,1,portal,5,160,0
42336,26,ženski,2,srednja,3,TV,2,180,0
42337,24,ženski,3,viša,2,društvene mreže,3,166,0
42338,31,muški,1,osnovna,1,portal,7,95,17
42339,49,muški,3,viša,4,radio,3,117,0
42340,20,muški,2,srednja,2,društvene mreže,3,59,0
42341,50,muški,2,srednja,3,TV,2,358,0
42342,42,muški,2,srednja,1,portal,6,164,0
42343,69,muški,2,srednja,3,TV,8,72,0
42344,45,ženski,2,srednja,2,društvene mreže,4,223,0
42345,38,ženski,2,srednja,3,TV,7,199,0
42346,80,muški,3,viša,2,društvene mreže,9,141,36
42347,21,muški,2,srednja,2,društvene mreže,4,196,0
42348,39,muški,1,osnovna,5,tisak,5,136,0
42349,45,muški,2,srednja,4,radio,3,117,0
42350,21,muški,2,srednja,3,TV,5,165,0
42351,35,ženski,1,osnovna,1,portal,6,104,0
42352,20,ženski,2,srednja,1,portal,8,98,0
42353,39,muški,1,osnovna,4,radio,2,86,0
42354,57,muški,1,osnovna,1,portal,2,57,62
42355,35,muški,3,viša,1,portal,3,195,0
42356,51,ženski,2,srednja,1,portal,2,148,0
42357,76,muški,2,srednja,3,TV,4,214,0
42358,54,ženski,4,diplomska,2,društvene mreže,3,167,13
42359,59,muški,2,srednja,2,društvene mreže,2,220,23
42360,20,ženski,2,srednja,1,portal,4,92,0
42361,39,muški,4,diplomska,2,društvene mreže,3,120,0
42362,33,muški,2,srednja,1,portal,6,291,0
42363,27,muški,1,osnovna,4,radio,3,96,0
42364,38,ženski,1,osnovna,1,portal,5,242,0
42365,36,ženski,2,srednja,3,TV,3,162,0
42366,53,ženski,2,srednja,1,portal,7,54,38
42367,28,ženski,3,viša,2,društvene mreže,2,132,18
42368,31,ženski,2,srednja,1,portal,5,166,0
42369,64,muški,1,osnovna,2,društvene mreže,8,120,0
42370,27,ženski,2,srednja,1,portal,3,225,0
42371,25,muški,3,viša,5,tisak,5,154,33
42372,25,ženski,2,srednja,4,radio,9,257,11
42373,20,ženski,2,srednja,2,društvene mreže,1,87,0
42374,25,muški,2,srednja,2,društvene mreže,3,151,0
42375,38,ženski,4,diplomska,2,društvene mreže,1,234,0
42376,25,ženski,2,srednja,2,društvene mreže,2,81,0
42377,31,muški,2,srednja,3,TV,3,139,0
42378,29,ženski,4,diplomska,1,portal,5,178,0
42379,26,ženski,2,srednja,3,TV,5,256,0
42380,75,ženski,3,viša,4,radio,9,231,0
42381,79,muški,1,osnovna,4,radio,3,328,0
42382,62,ženski,3,viša,3,TV,5,229,16
42383,31,ženski,1,osnovna,2,društvene mreže,3,209,0
42384,26,muški,2,srednja,3,TV,3,217,0
42385,47,muški,3,viša,1,portal,4,167,0
42386,33,muški,2,srednja,1,portal,3,147,0
42387,25,ženski,1,osnovna,2,društvene mreže,3,94,0
42388,25,muški,2,srednja,1,portal,2,227,0
42389,49,ženski,4,diplomska,1,portal,7,277,0
42390,38,ženski,2,srednja,2,društvene mreže,5,158,37
42391,37,muški,4,diplomska,1,portal,4,138,0
42392,64,muški,2,srednja,4,radio,6,186,0
42393,22,muški,2,srednja,1,portal,6,106,0
42394,80,muški,1,osnovna,3,TV,7,293,0
42395,55,muški,2,srednja,1,portal,5,232,10
42396,26,ženski,2,srednja,3,TV,4,129,13
42397,37,muški,1,osnovna,2,društvene mreže,1,249,0
42398,43,muški,3,viša,2,društvene mreže,6,152,6
42399,51,ženski,3,viša,4,radio,4,228,0
42400,42,ženski,3,viša,5,tisak,5,148,8
42401,39,muški,4,diplomska,3,TV,7,133,7
42402,45,muški,1,osnovna,2,društvene mreže,6,90,0
42403,35,ženski,1,osnovna,1,portal,7,190,0
42404,50,muški,4,diplomska,2,društvene mreže,6,103,0
42405,25,ženski,3,viša,2,društvene mreže,6,77,30
42406,35,muški,2,srednja,4,radio,5,56,0
42407,67,muški,3,viša,1,portal,6,129,0
42408,40,ženski,2,srednja,2,društvene mreže,7,164,22
42409,63,muški,2,srednja,3,TV,7,218,0
42410,28,muški,3,viša,1,portal,5,162,0
42411,37,ženski,3,viša,1,portal,6,141,23
42412,77,ženski,4,diplomska,5,tisak,8,112,0
42413,32,muški,2,srednja,2,društvene mreže,4,135,0
42414,80,ženski,2,srednja,3,TV,7,131,0
42415,25,muški,2,srednja,2,društvene mreže,4,159,0
42416,27,ženski,3,viša,2,društvene mreže,4,116,16
42417,60,muški,1,osnovna,1,portal,8,154,0
42418,35,ženski,2,srednja,1,portal,2,97,0
42419,24,muški,4,diplomska,1,portal,5,172,0
42420,46,ženski,3,viša,4,radio,3,180,0
42421,49,ženski,3,viša,3,TV,9,57,17
42422,51,ženski,2,srednja,5,tisak,4,200,0
42423,80,muški,2,srednja,2,društvene mreže,2,236,0
42424,61,muški,2,srednja,4,radio,10,135,0
42425,39,muški,1,osnovna,1,portal,3,78,0
42426,22,ženski,3,viša,1,portal,4,267,0
42427,34,muški,3,viša,2,društvene mreže,6,144,19
42428,44,muški,2,srednja,3,TV,4,226,0
42429,29,ženski,4,diplomska,1,portal,1,223,0
42430,53,muški,3,viša,2,društvene mreže,5,305,29
42431,37,ženski,1,osnovna,3,TV,4,221,0
42432,40,ženski,2,srednja,1,portal,3,298,0
42433,51,muški,3,viša,3,TV,6,70,0
42434,48,ženski,2,srednja,3,TV,5,148,10
42435,50,muški,2,srednja,1,portal,5,222,0
42436,80,ženski,3,viša,4,radio,8,227,15
42437,28,ženski,2,srednja,2,društvene mreže,2,285,0
42438,49,ženski,2,srednja,1,portal,2,162,0
42439,52,muški,2,srednja,4,radio,10,155,0
42440,34,muški,2,srednja,2,društvene mreže,4,141,0
42441,80,muški,2,srednja,4,radio,7,310,0
42442,39,ženski,2,srednja,3,TV,4,176,60
42443,43,muški,2,srednja,1,portal,5,111,0
42444,34,ženski,4,diplomska,1,portal,4,236,0
42445,56,ženski,2,srednja,1,portal,1,159,0
42446,80,muški,3,viša,3,TV,7,165,0
42447,32,muški,1,osnovna,3,TV,3,100,37
42448,47,muški,2,srednja,1,portal,6,188,0
42449,46,muški,3,viša,3,TV,6,403,0
42450,24,muški,3,viša,1,portal,4,78,0
42451,30,muški,4,diplomska,1,portal,4,220,18
42452,40,ženski,2,srednja,4,radio,7,186,0
42453,19,ženski,4,diplomska,3,TV,5,120,0
42454,23,muški,2,srednja,2,društvene mreže,4,218,15
42455,36,ženski,3,viša,3,TV,2,133,0
42456,22,ženski,2,srednja,2,društvene mreže,1,118,0
42457,29,ženski,2,srednja,3,TV,2,175,0
42458,76,muški,2,srednja,3,TV,3,168,0
42459,52,ženski,2,srednja,1,portal,2,128,0
42460,29,ženski,4,diplomska,1,portal,1,138,0
42461,31,muški,4,diplomska,1,portal,4,337,32
42462,43,muški,3,viša,1,portal,5,306,0
42463,39,muški,2,srednja,1,portal,7,208,0
42464,26,ženski,1,osnovna,1,portal,9,207,30
42465,33,muški,2,srednja,2,društvene mreže,1,185,0
42466,40,ženski,2,srednja,3,TV,6,268,0
42467,20,ženski,3,viša,2,društvene mreže,4,168,0
42468,46,muški,2,srednja,1,portal,4,195,0
42469,33,muški,2,srednja,1,portal,5,123,0
42470,71,ženski,3,viša,5,tisak,6,81,0
42471,48,ženski,2,srednja,1,portal,10,92,40
42472,43,ženski,4,diplomska,2,društvene mreže,1,132,0
42473,36,ženski,3,viša,4,radio,6,162,0
42474,52,ženski,2,srednja,3,TV,4,138,0
42475,40,muški,1,osnovna,3,TV,2,243,0
42476,33,ženski,2,srednja,1,portal,3,132,0
42477,42,muški,4,diplomska,3,TV,5,177,0
42478,39,muški,2,srednja,4,radio,5,208,0
42479,50,ženski,2,srednja,3,TV,10,114,0
42480,30,muški,2,srednja,4,radio,1,320,0
42481,80,ženski,2,srednja,3,TV,5,270,0
42482,23,muški,2,srednja,2,društvene mreže,5,89,0
42483,52,ženski,2,srednja,1,portal,6,179,0
42484,53,ženski,3,viša,1,portal,5,102,0
42485,47,muški,2,srednja,5,tisak,6,202,25
42486,31,muški,2,srednja,3,TV,1,160,0
42487,33,muški,1,osnovna,2,društvene mreže,2,174,0
42488,27,ženski,2,srednja,3,TV,6,285,0
42489,20,muški,2,srednja,1,portal,8,113,0
42490,47,muški,4,diplomska,2,društvene mreže,2,87,0
42491,21,muški,3,viša,2,društvene mreže,4,98,0
42492,37,muški,2,srednja,1,portal,5,202,0
42493,55,muški,2,srednja,3,TV,6,178,0
42494,28,ženski,3,viša,5,tisak,5,86,0
42495,26,ženski,4,diplomska,1,portal,1,165,0
42496,23,ženski,2,srednja,1,portal,6,173,0
42497,57,ženski,4,diplomska,1,portal,7,236,0
42498,76,muški,3,viša,3,TV,3,169,0
42499,50,muški,2,srednja,3,TV,6,159,0
42500,64,muški,2,srednja,4,radio,6,177,13
42501,51,ženski,1,osnovna,1,portal,4,192,0
42502,24,muški,3,viša,2,društvene mreže,5,247,0
42503,41,muški,2,srednja,3,TV,7,155,0
42504,67,ženski,3,viša,4,radio,7,238,19
42505,27,ženski,1,osnovna,2,društvene mreže,1,99,0
42506,51,ženski,2,srednja,3,TV,5,240,0
42507,34,muški,3,viša,5,tisak,4,65,0
42508,27,muški,2,srednja,2,društvene mreže,5,141,0
42509,45,muški,1,osnovna,1,portal,6,118,0
42510,38,ženski,3,viša,4,radio,5,64,0
42511,53,ženski,3,viša,3,TV,7,99,0
42512,20,muški,2,srednja,5,tisak,4,104,14
42513,45,ženski,2,srednja,2,društvene mreže,4,178,0
42514,40,muški,2,srednja,2,društvene mreže,6,157,19
42515,42,muški,4,diplomska,4,radio,8,202,35
42516,77,muški,1,osnovna,3,TV,4,266,0
42517,56,muški,3,viša,5,tisak,5,202,0
42518,38,ženski,3,viša,1,portal,4,109,0
42519,31,ženski,2,srednja,1,portal,1,168,0
42520,64,ženski,2,srednja,3,TV,8,412,0
42521,58,muški,1,osnovna,1,portal,7,187,37
42522,38,muški,3,viša,2,društvene mreže,3,138,0
42523,37,ženski,1,osnovna,1,portal,6,105,0
42524,56,muški,3,viša,2,društvene mreže,5,177,8
42525,54,muški,1,osnovna,4,radio,5,139,0
42526,68,ženski,2,srednja,5,tisak,5,255,0
42527,51,ženski,2,srednja,2,društvene mreže,4,243,0
42528,50,muški,4,diplomska,2,društvene mreže,1,219,0
42529,53,ženski,4,diplomska,2,društvene mreže,4,278,0
42530,51,muški,1,osnovna,1,portal,3,166,0
42531,42,muški,2,srednja,1,portal,2,160,22
42532,54,ženski,3,viša,5,tisak,7,199,17
42533,37,muški,4,diplomska,3,TV,4,171,0
42534,34,muški,3,viša,3,TV,6,179,0
42535,28,ženski,2,srednja,2,društvene mreže,7,150,0
42536,37,ženski,3,viša,5,tisak,6,222,0
42537,22,muški,3,viša,2,društvene mreže,3,124,0
42538,26,ženski,2,srednja,1,portal,6,262,0
42539,24,ženski,3,viša,1,portal,3,108,0
42540,34,muški,4,diplomska,2,društvene mreže,2,97,0
42541,37,ženski,1,osnovna,4,radio,2,323,0
42542,28,muški,2,srednja,2,društvene mreže,1,91,0
42543,32,muški,2,srednja,2,društvene mreže,1,198,0
42544,34,muški,1,osnovna,1,portal,9,344,0
42545,38,ženski,2,srednja,1,portal,4,126,0
42546,31,muški,2,srednja,1,portal,2,151,0
42547,73,ženski,2,srednja,5,tisak,10,202,0
42548,40,muški,1,osnovna,3,TV,6,307,28
42549,58,muški,4,diplomska,5,tisak,3,128,0
42550,80,muški,2,srednja,3,TV,8,232,0
42551,28,muški,1,osnovna,2,društvene mreže,1,200,0
42552,34,ženski,3,viša,2,društvene mreže,3,168,0
42553,28,ženski,3,viša,4,radio,6,195,0
42554,21,ženski,4,diplomska,2,društvene mreže,2,193,0
42555,49,ženski,2,srednja,1,portal,9,259,0
42556,21,muški,2,srednja,2,društvene mreže,1,186,0
42557,33,ženski,1,osnovna,5,tisak,2,73,0
42558,27,ženski,2,srednja,5,tisak,7,62,0
42559,72,muški,2,srednja,3,TV,7,161,0
42560,54,ženski,2,srednja,1,portal,6,114,0
42561,80,muški,2,srednja,3,TV,9,346,87
42562,43,ženski,1,osnovna,2,društvene mreže,3,114,0
42563,55,ženski,2,srednja,1,portal,5,97,0
42564,42,muški,2,srednja,2,društvene mreže,5,163,19
42565,34,muški,3,viša,1,portal,5,163,37
42566,32,ženski,2,srednja,2,društvene mreže,4,297,0
42567,59,ženski,2,srednja,4,radio,5,160,14
42568,22,ženski,3,viša,1,portal,4,183,25
42569,48,ženski,2,srednja,4,radio,5,73,0
42570,41,ženski,4,diplomska,1,portal,8,243,0
42571,24,ženski,1,osnovna,1,portal,4,90,0
42572,79,muški,1,osnovna,5,tisak,7,255,0
42573,47,muški,2,srednja,1,portal,4,192,0
42574,60,ženski,1,osnovna,1,portal,2,72,0
42575,45,muški,1,osnovna,2,društvene mreže,5,155,0
42576,32,muški,2,srednja,4,radio,5,132,0
42577,41,muški,2,srednja,2,društvene mreže,3,208,0
42578,80,ženski,2,srednja,5,tisak,3,207,0
42579,43,muški,2,srednja,1,portal,4,253,24
42580,63,muški,3,viša,3,TV,6,191,17
42581,32,ženski,2,srednja,5,tisak,7,78,0
42582,29,ženski,3,viša,1,portal,4,139,0
42583,41,ženski,2,srednja,3,TV,7,283,0
42584,34,muški,2,srednja,3,TV,6,226,29
42585,35,muški,2,srednja,1,portal,5,158,0
42586,24,muški,3,viša,1,portal,7,258,9
42587,41,muški,3,viša,3,TV,7,225,0
42588,24,muški,2,srednja,2,društvene mreže,1,164,0
42589,23,muški,2,srednja,2,društvene mreže,6,196,22
42590,60,muški,2,srednja,3,TV,3,317,0
42591,48,ženski,3,viša,1,portal,3,238,0
42592,44,ženski,1,osnovna,1,portal,6,129,0
42593,53,ženski,2,srednja,1,portal,7,118,0
42594,27,muški,3,viša,2,društvene mreže,5,185,0
42595,34,muški,4,diplomska,1,portal,2,185,50
42596,30,ženski,3,viša,2,društvene mreže,1,83,0
42597,33,muški,4,diplomska,1,portal,3,191,0
42598,28,muški,2,srednja,2,društvene mreže,5,360,0
42599,20,muški,3,viša,2,društvene mreže,4,165,14
42600,75,ženski,2,srednja,1,portal,7,332,0
42601,33,ženski,3,viša,3,TV,8,110,0
42602,66,ženski,3,viša,2,društvene mreže,4,228,15
42603,25,muški,3,viša,2,društvene mreže,5,125,0
42604,42,muški,2,srednja,3,TV,6,140,0
42605,41,ženski,4,diplomska,3,TV,6,136,28
42606,61,muški,1,osnovna,3,TV,7,115,0
42607,34,ženski,1,osnovna,2,društvene mreže,3,167,0
42608,35,muški,2,srednja,1,portal,4,115,0
42609,30,ženski,2,srednja,3,TV,7,132,12
42610,69,muški,2,srednja,1,portal,8,205,10
42611,20,ženski,3,viša,2,društvene mreže,1,135,0
42612,53,ženski,2,srednja,1,portal,8,281,36
42613,24,muški,4,diplomska,1,portal,8,82,55
42614,29,muški,2,srednja,1,portal,9,116,0
42615,21,ženski,3,viša,1,portal,8,122,0
42616,41,ženski,1,osnovna,3,TV,7,115,3
42617,36,ženski,2,srednja,4,radio,6,147,0
42618,61,muški,2,srednja,3,TV,10,90,0
42619,41,muški,2,srednja,2,društvene mreže,3,237,0
42620,35,ženski,4,diplomska,1,portal,4,105,0
42621,46,ženski,1,osnovna,1,portal,8,113,0
42622,29,ženski,3,viša,2,društvene mreže,7,158,43
42623,63,ženski,4,diplomska,1,portal,4,108,0
42624,52,muški,2,srednja,1,portal,6,460,0
42625,24,ženski,2,srednja,2,društvene mreže,3,108,0
42626,80,ženski,4,diplomska,3,TV,6,279,0
42627,40,muški,2,srednja,1,portal,6,189,0
42628,30,muški,3,viša,3,TV,7,129,0
42629,21,muški,2,srednja,2,društvene mreže,1,193,0
42630,45,ženski,2,srednja,1,portal,8,149,0
42631,28,muški,2,srednja,3,TV,7,302,0
42632,44,muški,3,viša,2,društvene mreže,5,139,0
42633,22,ženski,2,srednja,2,društvene mreže,4,118,0
42634,49,ženski,3,viša,4,radio,7,325,0
42635,35,muški,3,viša,1,portal,6,93,15
42636,79,muški,3,viša,3,TV,4,287,0
42637,23,muški,3,viša,1,portal,4,166,0
42638,52,muški,1,osnovna,4,radio,1,225,0
42639,29,ženski,2,srednja,5,tisak,5,234,0
42640,80,muški,2,srednja,5,tisak,3,192,0
42641,40,ženski,1,osnovna,2,društvene mreže,4,199,0
42642,32,ženski,2,srednja,3,TV,7,240,35
42643,34,muški,2,srednja,1,portal,4,39,0
42644,32,ženski,2,srednja,2,društvene mreže,4,180,0
42645,31,muški,4,diplomska,2,društvene mreže,5,68,0
42646,42,ženski,4,diplomska,1,portal,4,326,90
42647,46,ženski,3,viša,2,društvene mreže,4,280,0
42648,32,ženski,3,viša,2,društvene mreže,4,282,40
42649,62,ženski,4,diplomska,1,portal,9,159,0
42650,41,muški,3,viša,3,TV,5,183,0
42651,41,muški,4,diplomska,3,TV,6,218,0
42652,28,muški,2,srednja,2,društvene mreže,4,179,0
42653,30,ženski,2,srednja,2,društvene mreže,3,78,0
42654,40,ženski,2,srednja,1,portal,6,101,0
42655,35,ženski,1,osnovna,1,portal,7,174,7
42656,41,muški,4,diplomska,2,društvene mreže,4,194,0
42657,45,ženski,1,osnovna,1,portal,4,114,23
42658,34,muški,2,srednja,3,TV,4,81,0
42659,59,muški,1,osnovna,2,društvene mreže,3,160,0
42660,43,muški,2,srednja,2,društvene mreže,4,213,11
42661,59,ženski,2,srednja,5,tisak,2,182,0
42662,32,ženski,3,viša,2,društvene mreže,5,234,18
42663,54,muški,3,viša,4,radio,5,236,0
42664,40,ženski,3,viša,5,tisak,7,71,31
42665,28,muški,3,viša,2,društvene mreže,3,149,0
42666,32,ženski,1,osnovna,2,društvene mreže,4,122,0
42667,42,muški,4,diplomska,2,društvene mreže,5,148,0
42668,26,ženski,1,osnovna,2,društvene mreže,4,92,0
42669,37,ženski,1,osnovna,4,radio,5,181,11
42670,31,muški,4,diplomska,2,društvene mreže,5,204,0
42671,53,muški,2,srednja,1,portal,8,197,22
42672,54,ženski,2,srednja,4,radio,7,200,16
42673,68,muški,2,srednja,5,tisak,7,337,16
42674,48,muški,2,srednja,1,portal,6,169,0
42675,55,muški,2,srednja,3,TV,3,202,0
42676,61,ženski,3,viša,5,tisak,2,96,23
42677,54,ženski,2,srednja,4,radio,7,111,15
42678,39,muški,3,viša,1,portal,4,95,0
42679,70,ženski,2,srednja,3,TV,7,140,0
42680,34,ženski,2,srednja,2,društvene mreže,6,111,15
42681,25,ženski,2,srednja,2,društvene mreže,6,127,20
42682,54,ženski,2,srednja,4,radio,5,245,0
42683,73,ženski,2,srednja,3,TV,6,266,0
42684,70,muški,4,diplomska,5,tisak,8,131,0
42685,43,muški,1,osnovna,4,radio,7,213,0
42686,40,ženski,2,srednja,4,radio,7,109,15
42687,22,ženski,4,diplomska,1,portal,2,238,18
